NOME,IDADE,CPF,CIDADE,ESTADO,PAIS,CPF
joao,"-4200,833333",768,joao,"5736,833333","10705,66667",joao
ana,"-4206,333333",769,ana,"5744,333333","10719,66667",ana
pedro,"-4211,833333",770,pedro,"5751,833333","10733,66667",pedro
joao,"-4217,333333",771,joao,"5759,333333","10747,66667",joao
ana,"-4222,833333",772,ana,"5766,833333","10761,66667",ana
pedro,"-4228,333333",773,pedro,"5774,333333","10775,66667",pedro
joao,"-4233,833333",774,joao,"5781,833333","10789,66667",joao
ana,"-4239,333333",775,ana,"5789,333333","10803,66667",ana
pedro,"-4244,833333",776,pedro,"5796,833333","10817,66667",pedro
joao,"-4250,333333",777,joao,"5804,333333","10831,66667",joao
ana,"-4255,833333",778,ana,"5811,833333","10845,66667",ana
pedro,"-4261,333333",779,pedro,"5819,333333","10859,66667",pedro
joao,"-4266,833333",780,joao,"5826,833333","10873,66667",joao
ana,"-4272,333333",781,ana,"5834,333333","10887,66667",ana
pedro,"-4277,833333",782,pedro,"5841,833333","10901,66667",pedro
joao,"-4283,333333",783,joao,"5849,333333","10915,66667",joao
ana,"-4288,833333",784,ana,"5856,833333","10929,66667",ana
pedro,"-4294,333333",785,pedro,"5864,333333","10943,66667",pedro
joao,"-4299,833333",786,joao,"5871,833333","10957,66667",joao
ana,"-4305,333333",787,ana,"5879,333333","10971,66667",ana
pedro,"-4310,833333",788,pedro,"5886,833333","10985,66667",pedro
joao,"-4316,333333",789,joao,"5894,333333","10999,66667",joao
ana,"-4321,833333",790,ana,"5901,833333","11013,66667",ana
pedro,"-4327,333333",791,pedro,"5909,333333","11027,66667",pedro
joao,"-4332,833333",792,joao,"5916,833333","11041,66667",joao
ana,"-4338,333333",793,ana,"5924,333333","11055,66667",ana
pedro,"-4343,833333",794,pedro,"5931,833333","11069,66667",pedro
joao,"-4349,333333",795,joao,"5939,333333","11083,66667",joao
ana,"-4354,833333",796,ana,"5946,833333","11097,66667",ana
pedro,"-4360,333333",797,pedro,"5954,333333","11111,66667",pedro
joao,"-4365,833333",798,joao,"5961,833333","11125,66667",joao
ana,"-4371,333333",799,ana,"5969,333333","11139,66667",ana
pedro,"-4376,833333",800,pedro,"5976,833333","11153,66667",pedro
joao,"-4382,333333",801,joao,"5984,333333","11167,66667",joao
ana,"-4387,833333",802,ana,"5991,833333","11181,66667",ana
pedro,"-4393,333333",803,pedro,"5999,333333","11195,66667",pedro
joao,"-4398,833333",804,joao,"6006,833333","11209,66667",joao
ana,"-4404,333333",805,ana,"6014,333333","11223,66667",ana
pedro,"-4409,833333",806,pedro,"6021,833333","11237,66667",pedro
joao,"-4415,333333",807,joao,"6029,333333","11251,66667",joao
ana,"-4420,833333",808,ana,"6036,833333","11265,66667",ana
pedro,"-4426,333333",809,pedro,"6044,333333","11279,66667",pedro
joao,"-4431,833333",810,joao,"6051,833333","11293,66667",joao
ana,"-4437,333333",811,ana,"6059,333333","11307,66667",ana
pedro,"-4442,833333",812,pedro,"6066,833333","11321,66667",pedro
joao,"-4448,333333",813,joao,"6074,333333","11335,66667",joao
ana,"-4453,833333",814,ana,"6081,833333","11349,66667",ana
pedro,"-4459,333333",815,pedro,"6089,333333","11363,66667",pedro
joao,"-4464,833333",816,joao,"6096,833333","11377,66667",joao
ana,"-4470,333333",817,ana,"6104,333333","11391,66667",ana
pedro,"-4475,833333",818,pedro,"6111,833333","11405,66667",pedro
joao,"-4481,333333",819,joao,"6119,333333","11419,66667",joao
ana,"-4486,833333",820,ana,"6126,833333","11433,66667",ana
pedro,"-4492,333333",821,pedro,"6134,333333","11447,66667",pedro
joao,"-4497,833333",822,joao,"6141,833333","11461,66667",joao
ana,"-4503,333333",823,ana,"6149,333333","11475,66667",ana
pedro,"-4508,833333",824,pedro,"6156,833333","11489,66667",pedro
joao,"-4514,333333",825,joao,"6164,333333","11503,66667",joao
ana,"-4519,833333",826,ana,"6171,833333","11517,66667",ana
pedro,"-4525,333333",827,pedro,"6179,333333","11531,66667",pedro
joao,"-4530,833333",828,joao,"6186,833333","11545,66667",joao
ana,"-4536,333333",829,ana,"6194,333333","11559,66667",ana
pedro,"-4541,833333",830,pedro,"6201,833333","11573,66667",pedro
joao,"-4547,333333",831,joao,"6209,333333","11587,66667",joao
ana,"-4552,833333",832,ana,"6216,833333","11601,66667",ana
pedro,"-4558,333333",833,pedro,"6224,333333","11615,66667",pedro
joao,"-4563,833333",834,joao,"6231,833333","11629,66667",joao
ana,"-4569,333333",835,ana,"6239,333333","11643,66667",ana
pedro,"-4574,833333",836,pedro,"6246,833333","11657,66667",pedro
joao,"-4580,333333",837,joao,"6254,333333","11671,66667",joao
ana,"-4585,833333",838,ana,"6261,833333","11685,66667",ana
pedro,"-4591,333333",839,pedro,"6269,333333","11699,66667",pedro
joao,"-4596,833333",840,joao,"6276,833333","11713,66667",joao
ana,"-4602,333333",841,ana,"6284,333333","11727,66667",ana
pedro,"-4607,833333",842,pedro,"6291,833333","11741,66667",pedro
joao,"-4613,333333",843,joao,"6299,333333","11755,66667",joao
ana,"-4618,833333",844,ana,"6306,833333","11769,66667",ana
pedro,"-4624,333333",845,pedro,"6314,333333","11783,66667",pedro
joao,"-4629,833333",846,joao,"6321,833333","11797,66667",joao
ana,"-4635,333333",847,ana,"6329,333333","11811,66667",ana
pedro,"-4640,833333",848,pedro,"6336,833333","11825,66667",pedro
joao,"-4646,333333",849,joao,"6344,333333","11839,66667",joao
ana,"-4651,833333",850,ana,"6351,833333","11853,66667",ana
pedro,"-4657,333333",851,pedro,"6359,333333","11867,66667",pedro
joao,"-4662,833333",852,joao,"6366,833333","11881,66667",joao
ana,"-4668,333333",853,ana,"6374,333333","11895,66667",ana
pedro,"-4673,833333",854,pedro,"6381,833333","11909,66667",pedro
joao,"-4679,333333",855,joao,"6389,333333","11923,66667",joao
ana,"-4684,833333",856,ana,"6396,833333","11937,66667",ana
pedro,"-4690,333333",857,pedro,"6404,333333","11951,66667",pedro
joao,"-4695,833333",858,joao,"6411,833333","11965,66667",joao
ana,"-4701,333333",859,ana,"6419,333333","11979,66667",ana
pedro,"-4706,833333",860,pedro,"6426,833333","11993,66667",pedro
joao,"-4712,333333",861,joao,"6434,333333","12007,66667",joao
ana,"-4717,833333",862,ana,"6441,833333","12021,66667",ana
pedro,"-4723,333333",863,pedro,"6449,333333","12035,66667",pedro
joao,"-4728,833333",864,joao,"6456,833333","12049,66667",joao
ana,"-4734,333333",865,ana,"6464,333333","12063,66667",ana
pedro,"-4739,833333",866,pedro,"6471,833333","12077,66667",pedro
joao,"-4745,333333",867,joao,"6479,333333","12091,66667",joao
ana,"-4750,833333",868,ana,"6486,833333","12105,66667",ana
pedro,"-4756,333333",869,pedro,"6494,333333","12119,66667",pedro
joao,"-4761,833333",870,joao,"6501,833333","12133,66667",joao
ana,"-4767,333333",871,ana,"6509,333333","12147,66667",ana
pedro,"-4772,833333",872,pedro,"6516,833333","12161,66667",pedro
joao,"-4778,333333",873,joao,"6524,333333","12175,66667",joao
ana,"-4783,833333",874,ana,"6531,833333","12189,66667",ana
pedro,"-4789,333333",875,pedro,"6539,333333","12203,66667",pedro
joao,"-4794,833333",876,joao,"6546,833333","12217,66667",joao
ana,"-4800,333333",877,ana,"6554,333333","12231,66667",ana
pedro,"-4805,833333",878,pedro,"6561,833333","12245,66667",pedro
joao,"-4811,333333",879,joao,"6569,333333","12259,66667",joao
ana,"-4816,833333",880,ana,"6576,833333","12273,66667",ana
pedro,"-4822,333333",881,pedro,"6584,333333","12287,66667",pedro
joao,"-4827,833333",882,joao,"6591,833333","12301,66667",joao
ana,"-4833,333333",883,ana,"6599,333333","12315,66667",ana
pedro,"-4838,833333",884,pedro,"6606,833333","12329,66667",pedro
joao,"-4844,333333",885,joao,"6614,333333","12343,66667",joao
ana,"-4849,833333",886,ana,"6621,833333","12357,66667",ana
pedro,"-4855,333333",887,pedro,"6629,333333","12371,66667",pedro
joao,"-4860,833333",888,joao,"6636,833333","12385,66667",joao
ana,"-4866,333333",889,ana,"6644,333333","12399,66667",ana
pedro,"-4871,833333",890,pedro,"6651,833333","12413,66667",pedro
joao,"-4877,333333",891,joao,"6659,333333","12427,66667",joao
ana,"-4882,833333",892,ana,"6666,833333","12441,66667",ana
pedro,"-4888,333333",893,pedro,"6674,333333","12455,66667",pedro
joao,"-4893,833333",894,joao,"6681,833333","12469,66667",joao
ana,"-4899,333333",895,ana,"6689,333333","12483,66667",ana
pedro,"-4904,833333",896,pedro,"6696,833333","12497,66667",pedro
joao,"-4910,333333",897,joao,"6704,333333","12511,66667",joao
ana,"-4915,833333",898,ana,"6711,833333","12525,66667",ana
pedro,"-4921,333333",899,pedro,"6719,333333","12539,66667",pedro
joao,"-4926,833333",900,joao,"6726,833333","12553,66667",joao
ana,"-4932,333333",901,ana,"6734,333333","12567,66667",ana
pedro,"-4937,833333",902,pedro,"6741,833333","12581,66667",pedro
joao,"-4943,333333",903,joao,"6749,333333","12595,66667",joao
ana,"-4948,833333",904,ana,"6756,833333","12609,66667",ana
pedro,"-4954,333333",905,pedro,"6764,333333","12623,66667",pedro
joao,"-4959,833333",906,joao,"6771,833333","12637,66667",joao
ana,"-4965,333333",907,ana,"6779,333333","12651,66667",ana
pedro,"-4970,833333",908,pedro,"6786,833333","12665,66667",pedro
joao,"-4976,333333",909,joao,"6794,333333","12679,66667",joao
ana,"-4981,833333",910,ana,"6801,833333","12693,66667",ana
pedro,"-4987,333333",911,pedro,"6809,333333","12707,66667",pedro
joao,"-4992,833333",912,joao,"6816,833333","12721,66667",joao
ana,"-4998,333333",913,ana,"6824,333333","12735,66667",ana
pedro,"-5003,833333",914,pedro,"6831,833333","12749,66667",pedro
joao,"-5009,333333",915,joao,"6839,333333","12763,66667",joao
ana,"-5014,833333",916,ana,"6846,833333","12777,66667",ana
pedro,"-5020,333333",917,pedro,"6854,333333","12791,66667",pedro
joao,"-5025,833333",918,joao,"6861,833333","12805,66667",joao
ana,"-5031,333333",919,ana,"6869,333333","12819,66667",ana
pedro,"-5036,833333",920,pedro,"6876,833333","12833,66667",pedro
joao,"-5042,333333",921,joao,"6884,333333","12847,66667",joao
ana,"-5047,833333",922,ana,"6891,833333","12861,66667",ana
pedro,"-5053,333333",923,pedro,"6899,333333","12875,66667",pedro
joao,"-5058,833333",924,joao,"6906,833333","12889,66667",joao
ana,"-5064,333333",925,ana,"6914,333333","12903,66667",ana
pedro,"-5069,833333",926,pedro,"6921,833333","12917,66667",pedro
joao,"-5075,333333",927,joao,"6929,333333","12931,66667",joao
ana,"-5080,833333",928,ana,"6936,833333","12945,66667",ana
pedro,"-5086,333333",929,pedro,"6944,333333","12959,66667",pedro
joao,"-5091,833333",930,joao,"6951,833333","12973,66667",joao
ana,"-5097,333333",931,ana,"6959,333333","12987,66667",ana
pedro,"-5102,833333",932,pedro,"6966,833333","13001,66667",pedro
joao,"-5108,333333",933,joao,"6974,333333","13015,66667",joao
ana,"-5113,833333",934,ana,"6981,833333","13029,66667",ana
pedro,"-5119,333333",935,pedro,"6989,333333","13043,66667",pedro
joao,"-5124,833333",936,joao,"6996,833333","13057,66667",joao
ana,"-5130,333333",937,ana,"7004,333333","13071,66667",ana
pedro,"-5135,833333",938,pedro,"7011,833333","13085,66667",pedro
joao,"-5141,333333",939,joao,"7019,333333","13099,66667",joao
ana,"-5146,833333",940,ana,"7026,833333","13113,66667",ana
pedro,"-5152,333333",941,pedro,"7034,333333","13127,66667",pedro
joao,"-5157,833333",942,joao,"7041,833333","13141,66667",joao
ana,"-5163,333333",943,ana,"7049,333333","13155,66667",ana
pedro,"-5168,833333",944,pedro,"7056,833333","13169,66667",pedro
joao,"-5174,333333",945,joao,"7064,333333","13183,66667",joao
ana,"-5179,833333",946,ana,"7071,833333","13197,66667",ana
pedro,"-5185,333333",947,pedro,"7079,333333","13211,66667",pedro
joao,"-5190,833333",948,joao,"7086,833333","13225,66667",joao
ana,"-5196,333333",949,ana,"7094,333333","13239,66667",ana
pedro,"-5201,833333",950,pedro,"7101,833333","13253,66667",pedro
joao,"-5207,333333",951,joao,"7109,333333","13267,66667",joao
ana,"-5212,833333",952,ana,"7116,833333","13281,66667",ana
pedro,"-5218,333333",953,pedro,"7124,333333","13295,66667",pedro
joao,"-5223,833333",954,joao,"7131,833333","13309,66667",joao
ana,"-5229,333333",955,ana,"7139,333333","13323,66667",ana
pedro,"-5234,833333",956,pedro,"7146,833333","13337,66667",pedro
joao,"-5240,333333",957,joao,"7154,333333","13351,66667",joao
ana,"-5245,833333",958,ana,"7161,833333","13365,66667",ana
pedro,"-5251,333333",959,pedro,"7169,333333","13379,66667",pedro
joao,"-5256,833333",960,joao,"7176,833333","13393,66667",joao
ana,"-5262,333333",961,ana,"7184,333333","13407,66667",ana
pedro,"-5267,833333",962,pedro,"7191,833333","13421,66667",pedro
joao,"-5273,333333",963,joao,"7199,333333","13435,66667",joao
ana,"-5278,833333",964,ana,"7206,833333","13449,66667",ana
pedro,"-5284,333333",965,pedro,"7214,333333","13463,66667",pedro
joao,"-5289,833333",966,joao,"7221,833333","13477,66667",joao
ana,"-5295,333333",967,ana,"7229,333333","13491,66667",ana
pedro,"-5300,833333",968,pedro,"7236,833333","13505,66667",pedro
joao,"-5306,333333",969,joao,"7244,333333","13519,66667",joao
ana,"-5311,833333",970,ana,"7251,833333","13533,66667",ana
pedro,"-5317,333333",971,pedro,"7259,333333","13547,66667",pedro
joao,"-5322,833333",972,joao,"7266,833333","13561,66667",joao
ana,"-5328,333333",973,ana,"7274,333333","13575,66667",ana
pedro,"-5333,833333",974,pedro,"7281,833333","13589,66667",pedro
joao,"-5339,333333",975,joao,"7289,333333","13603,66667",joao
ana,"-5344,833333",976,ana,"7296,833333","13617,66667",ana
pedro,"-5350,333333",977,pedro,"7304,333333","13631,66667",pedro
joao,"-5355,833333",978,joao,"7311,833333","13645,66667",joao
ana,"-5361,333333",979,ana,"7319,333333","13659,66667",ana
pedro,"-5366,833333",980,pedro,"7326,833333","13673,66667",pedro
joao,"-5372,333333",981,joao,"7334,333333","13687,66667",joao
ana,"-5377,833333",982,ana,"7341,833333","13701,66667",ana
pedro,"-5383,333333",983,pedro,"7349,333333","13715,66667",pedro
joao,"-5388,833333",984,joao,"7356,833333","13729,66667",joao
ana,"-5394,333333",985,ana,"7364,333333","13743,66667",ana
pedro,"-5399,833333",986,pedro,"7371,833333","13757,66667",pedro
joao,"-5405,333333",987,joao,"7379,333333","13771,66667",joao
ana,"-5410,833333",988,ana,"7386,833333","13785,66667",ana
pedro,"-5416,333333",989,pedro,"7394,333333","13799,66667",pedro
joao,"-5421,833333",990,joao,"7401,833333","13813,66667",joao
ana,"-5427,333333",991,ana,"7409,333333","13827,66667",ana
pedro,"-5432,833333",992,pedro,"7416,833333","13841,66667",pedro
joao,"-5438,333333",993,joao,"7424,333333","13855,66667",joao
ana,"-5443,833333",994,ana,"7431,833333","13869,66667",ana
pedro,"-5449,333333",995,pedro,"7439,333333","13883,66667",pedro
joao,"-5454,833333",996,joao,"7446,833333","13897,66667",joao
ana,"-5460,333333",997,ana,"7454,333333","13911,66667",ana
pedro,"-5465,833333",998,pedro,"7461,833333","13925,66667",pedro
ana,"-5471,333333",999,ana,"7469,333333","13939,66667",ana
pedro,"-5476,833333",1000,pedro,"7476,833333","13953,66667",pedro
joao,"-5482,333333",1001,joao,"7484,333333","13967,66667",joao
ana,"-5487,833333",1002,ana,"7491,833333","13981,66667",ana
pedro,"-5493,333333",1003,pedro,"7499,333333","13995,66667",pedro
ana,"-5498,833333",1004,ana,"7506,833333","14009,66667",ana
pedro,"-5504,333333",1005,pedro,"7514,333333","14023,66667",pedro
joao,"-5509,833333",1006,joao,"7521,833333","14037,66667",joao
ana,"-5515,333333",1007,ana,"7529,333333","14051,66667",ana
pedro,"-5520,833333",1008,pedro,"7536,833333","14065,66667",pedro
ana,"-5526,333333",1009,ana,"7544,333333","14079,66667",ana
pedro,"-5531,833333",1010,pedro,"7551,833333","14093,66667",pedro
joao,"-5537,333333",1011,joao,"7559,333333","14107,66667",joao
ana,"-5542,833333",1012,ana,"7566,833333","14121,66667",ana
pedro,"-5548,333333",1013,pedro,"7574,333333","14135,66667",pedro
ana,"-5553,833333",1014,ana,"7581,833333","14149,66667",ana
pedro,"-5559,333333",1015,pedro,"7589,333333","14163,66667",pedro
joao,"-5564,833333",1016,joao,"7596,833333","14177,66667",joao
ana,"-5570,333333",1017,ana,"7604,333333","14191,66667",ana
pedro,"-5575,833333",1018,pedro,"7611,833333","14205,66667",pedro
ana,"-5581,333333",1019,ana,"7619,333333","14219,66667",ana
pedro,"-5586,833333",1020,pedro,"7626,833333","14233,66667",pedro
joao,"-5592,333333",1021,joao,"7634,333333","14247,66667",joao
ana,"-5597,833333",1022,ana,"7641,833333","14261,66667",ana
pedro,"-5603,333333",1023,pedro,"7649,333333","14275,66667",pedro
ana,"-5608,833333",1024,ana,"7656,833333","14289,66667",ana
pedro,"-5614,333333",1025,pedro,"7664,333333","14303,66667",pedro
joao,"-5619,833333",1026,joao,"7671,833333","14317,66667",joao
ana,"-5625,333333",1027,ana,"7679,333333","14331,66667",ana
pedro,"-5630,833333",1028,pedro,"7686,833333","14345,66667",pedro
ana,"-5636,333333",1029,ana,"7694,333333","14359,66667",ana
pedro,"-5641,833333",1030,pedro,"7701,833333","14373,66667",pedro
joao,"-5647,333333",1031,joao,"7709,333333","14387,66667",joao
ana,"-5652,833333",1032,ana,"7716,833333","14401,66667",ana
pedro,"-5658,333333",1033,pedro,"7724,333333","14415,66667",pedro
ana,"-5663,833333",1034,ana,"7731,833333","14429,66667",ana
pedro,"-5669,333333",1035,pedro,"7739,333333","14443,66667",pedro
joao,"-5674,833333",1036,joao,"7746,833333","14457,66667",joao
ana,"-5680,333333",1037,ana,"7754,333333","14471,66667",ana
pedro,"-5685,833333",1038,pedro,"7761,833333","14485,66667",pedro
ana,"-5691,333333",1039,ana,"7769,333333","14499,66667",ana
pedro,"-5696,833333",1040,pedro,"7776,833333","14513,66667",pedro
joao,"-5702,333333",1041,joao,"7784,333333","14527,66667",joao
ana,"-5707,833333",1042,ana,"7791,833333","14541,66667",ana
pedro,"-5713,333333",1043,pedro,"7799,333333","14555,66667",pedro
ana,"-5718,833333",1044,ana,"7806,833333","14569,66667",ana
pedro,"-5724,333333",1045,pedro,"7814,333333","14583,66667",pedro
joao,"-5729,833333",1046,joao,"7821,833333","14597,66667",joao
ana,"-5735,333333",1047,ana,"7829,333333","14611,66667",ana
pedro,"-5740,833333",1048,pedro,"7836,833333","14625,66667",pedro
ana,"-5746,333333",1049,ana,"7844,333333","14639,66667",ana
pedro,"-5751,833333",1050,pedro,"7851,833333","14653,66667",pedro
joao,"-5757,333333",1051,joao,"7859,333333","14667,66667",joao
ana,"-5762,833333",1052,ana,"7866,833333","14681,66667",ana
pedro,"-5768,333333",1053,pedro,"7874,333333","14695,66667",pedro
ana,"-5773,833333",1054,ana,"7881,833333","14709,66667",ana
pedro,"-5779,333333",1055,pedro,"7889,333333","14723,66667",pedro
joao,"-5784,833333",1056,joao,"7896,833333","14737,66667",joao
ana,"-5790,333333",1057,ana,"7904,333333","14751,66667",ana
pedro,"-5795,833333",1058,pedro,"7911,833333","14765,66667",pedro
ana,"-5801,333333",1059,ana,"7919,333333","14779,66667",ana
pedro,"-5806,833333",1060,pedro,"7926,833333","14793,66667",pedro
joao,"-5812,333333",1061,joao,"7934,333333","14807,66667",joao
ana,"-5817,833333",1062,ana,"7941,833333","14821,66667",ana
pedro,"-5823,333333",1063,pedro,"7949,333333","14835,66667",pedro
ana,"-5828,833333",1064,ana,"7956,833333","14849,66667",ana
pedro,"-5834,333333",1065,pedro,"7964,333333","14863,66667",pedro
joao,"-5839,833333",1066,joao,"7971,833333","14877,66667",joao
ana,"-5845,333333",1067,ana,"7979,333333","14891,66667",ana
pedro,"-5850,833333",1068,pedro,"7986,833333","14905,66667",pedro
ana,"-5856,333333",1069,ana,"7994,333333","14919,66667",ana
pedro,"-5861,833333",1070,pedro,"8001,833333","14933,66667",pedro
joao,"-5867,333333",1071,joao,"8009,333333","14947,66667",joao
ana,"-5872,833333",1072,ana,"8016,833333","14961,66667",ana
pedro,"-5878,333333",1073,pedro,"8024,333333","14975,66667",pedro
ana,"-5883,833333",1074,ana,"8031,833333","14989,66667",ana
pedro,"-5889,333333",1075,pedro,"8039,333333","15003,66667",pedro
joao,"-5894,833333",1076,joao,"8046,833333","15017,66667",joao
ana,"-5900,333333",1077,ana,"8054,333333","15031,66667",ana
pedro,"-5905,833333",1078,pedro,"8061,833333","15045,66667",pedro
ana,"-5911,333333",1079,ana,"8069,333333","15059,66667",ana
pedro,"-5916,833333",1080,pedro,"8076,833333","15073,66667",pedro
joao,"-5922,333333",1081,joao,"8084,333333","15087,66667",joao
ana,"-5927,833333",1082,ana,"8091,833333","15101,66667",ana
pedro,"-5933,333333",1083,pedro,"8099,333333","15115,66667",pedro
ana,"-5938,833333",1084,ana,"8106,833333","15129,66667",ana
pedro,"-5944,333333",1085,pedro,"8114,333333","15143,66667",pedro
joao,"-5949,833333",1086,joao,"8121,833333","15157,66667",joao
ana,"-5955,333333",1087,ana,"8129,333333","15171,66667",ana
pedro,"-5960,833333",1088,pedro,"8136,833333","15185,66667",pedro
ana,"-5966,333333",1089,ana,"8144,333333","15199,66667",ana
pedro,"-5971,833333",1090,pedro,"8151,833333","15213,66667",pedro
joao,"-5977,333333",1091,joao,"8159,333333","15227,66667",joao
ana,"-5982,833333",1092,ana,"8166,833333","15241,66667",ana
pedro,"-5988,333333",1093,pedro,"8174,333333","15255,66667",pedro
ana,"-5993,833333",1094,ana,"8181,833333","15269,66667",ana
pedro,"-5999,333333",1095,pedro,"8189,333333","15283,66667",pedro
joao,"-6004,833333",1096,joao,"8196,833333","15297,66667",joao
ana,"-6010,333333",1097,ana,"8204,333333","15311,66667",ana
pedro,"-6015,833333",1098,pedro,"8211,833333","15325,66667",pedro
ana,"-6021,333333",1099,ana,"8219,333333","15339,66667",ana
pedro,"-6026,833333",1100,pedro,"8226,833333","15353,66667",pedro
joao,"-6032,333333",1101,joao,"8234,333333","15367,66667",joao
ana,"-6037,833333",1102,ana,"8241,833333","15381,66667",ana
pedro,"-6043,333333",1103,pedro,"8249,333333","15395,66667",pedro
ana,"-6048,833333",1104,ana,"8256,833333","15409,66667",ana
pedro,"-6054,333333",1105,pedro,"8264,333333","15423,66667",pedro
joao,"-6059,833333",1106,joao,"8271,833333","15437,66667",joao
ana,"-6065,333333",1107,ana,"8279,333333","15451,66667",ana
pedro,"-6070,833333",1108,pedro,"8286,833333","15465,66667",pedro
ana,"-6076,333333",1109,ana,"8294,333333","15479,66667",ana
pedro,"-6081,833333",1110,pedro,"8301,833333","15493,66667",pedro
joao,"-6087,333333",1111,joao,"8309,333333","15507,66667",joao
ana,"-6092,833333",1112,ana,"8316,833333","15521,66667",ana
pedro,"-6098,333333",1113,pedro,"8324,333333","15535,66667",pedro
ana,"-6103,833333",1114,ana,"8331,833333","15549,66667",ana
pedro,"-6109,333333",1115,pedro,"8339,333333","15563,66667",pedro
joao,"-6114,833333",1116,joao,"8346,833333","15577,66667",joao
ana,"-6120,333333",1117,ana,"8354,333333","15591,66667",ana
pedro,"-6125,833333",1118,pedro,"8361,833333","15605,66667",pedro
ana,"-6131,333333",1119,ana,"8369,333333","15619,66667",ana
pedro,"-6136,833333",1120,pedro,"8376,833333","15633,66667",pedro
joao,"-6142,333333",1121,joao,"8384,333333","15647,66667",joao
ana,"-6147,833333",1122,ana,"8391,833333","15661,66667",ana
pedro,"-6153,333333",1123,pedro,"8399,333333","15675,66667",pedro
ana,"-6158,833333",1124,ana,"8406,833333","15689,66667",ana
pedro,"-6164,333333",1125,pedro,"8414,333333","15703,66667",pedro
joao,"-6169,833333",1126,joao,"8421,833333","15717,66667",joao
ana,"-6175,333333",1127,ana,"8429,333333","15731,66667",ana
pedro,"-6180,833333",1128,pedro,"8436,833333","15745,66667",pedro
ana,"-6186,333333",1129,ana,"8444,333333","15759,66667",ana
pedro,"-6191,833333",1130,pedro,"8451,833333","15773,66667",pedro
joao,"-6197,333333",1131,joao,"8459,333333","15787,66667",joao
ana,"-6202,833333",1132,ana,"8466,833333","15801,66667",ana
pedro,"-6208,333333",1133,pedro,"8474,333333","15815,66667",pedro
ana,"-6213,833333",1134,ana,"8481,833333","15829,66667",ana
pedro,"-6219,333333",1135,pedro,"8489,333333","15843,66667",pedro
joao,"-6224,833333",1136,joao,"8496,833333","15857,66667",joao
ana,"-6230,333333",1137,ana,"8504,333333","15871,66667",ana
pedro,"-6235,833333",1138,pedro,"8511,833333","15885,66667",pedro
ana,"-6241,333333",1139,ana,"8519,333333","15899,66667",ana
pedro,"-6246,833333",1140,pedro,"8526,833333","15913,66667",pedro
joao,"-6252,333333",1141,joao,"8534,333333","15927,66667",joao
ana,"-6257,833333",1142,ana,"8541,833333","15941,66667",ana
pedro,"-6263,333333",1143,pedro,"8549,333333","15955,66667",pedro
ana,"-6268,833333",1144,ana,"8556,833333","15969,66667",ana
pedro,"-6274,333333",1145,pedro,"8564,333333","15983,66667",pedro
joao,"-6279,833333",1146,joao,"8571,833333","15997,66667",joao
ana,"-6285,333333",1147,ana,"8579,333333","16011,66667",ana
pedro,"-6290,833333",1148,pedro,"8586,833333","16025,66667",pedro
ana,"-6296,333333",1149,ana,"8594,333333","16039,66667",ana
pedro,"-6301,833333",1150,pedro,"8601,833333","16053,66667",pedro
joao,"-6307,333333",1151,joao,"8609,333333","16067,66667",joao
ana,"-6312,833333",1152,ana,"8616,833333","16081,66667",ana
pedro,"-6318,333333",1153,pedro,"8624,333333","16095,66667",pedro
ana,"-6323,833333",1154,ana,"8631,833333","16109,66667",ana
pedro,"-6329,333333",1155,pedro,"8639,333333","16123,66667",pedro
joao,"-6334,833333",1156,joao,"8646,833333","16137,66667",joao
ana,"-6340,333333",1157,ana,"8654,333333","16151,66667",ana
pedro,"-6345,833333",1158,pedro,"8661,833333","16165,66667",pedro
ana,"-6351,333333",1159,ana,"8669,333333","16179,66667",ana
pedro,"-6356,833333",1160,pedro,"8676,833333","16193,66667",pedro
joao,"-6362,333333",1161,joao,"8684,333333","16207,66667",joao
ana,"-6367,833333",1162,ana,"8691,833333","16221,66667",ana
pedro,"-6373,333333",1163,pedro,"8699,333333","16235,66667",pedro
ana,"-6378,833333",1164,ana,"8706,833333","16249,66667",ana
pedro,"-6384,333333",1165,pedro,"8714,333333","16263,66667",pedro
joao,"-6389,833333",1166,joao,"8721,833333","16277,66667",joao
ana,"-6395,333333",1167,ana,"8729,333333","16291,66667",ana
pedro,"-6400,833333",1168,pedro,"8736,833333","16305,66667",pedro
ana,"-6406,333333",1169,ana,"8744,333333","16319,66667",ana
pedro,"-6411,833333",1170,pedro,"8751,833333","16333,66667",pedro
joao,"-6417,333333",1171,joao,"8759,333333","16347,66667",joao
ana,"-6422,833333",1172,ana,"8766,833333","16361,66667",ana
pedro,"-6428,333333",1173,pedro,"8774,333333","16375,66667",pedro
ana,"-6433,833333",1174,ana,"8781,833333","16389,66667",ana
pedro,"-6439,333333",1175,pedro,"8789,333333","16403,66667",pedro
joao,"-6444,833333",1176,joao,"8796,833333","16417,66667",joao
ana,"-6450,333333",1177,ana,"8804,333333","16431,66667",ana
pedro,"-6455,833333",1178,pedro,"8811,833333","16445,66667",pedro
ana,"-6461,333333",1179,ana,"8819,333333","16459,66667",ana
pedro,"-6466,833333",1180,pedro,"8826,833333","16473,66667",pedro
joao,"-6472,333333",1181,joao,"8834,333333","16487,66667",joao
ana,"-6477,833333",1182,ana,"8841,833333","16501,66667",ana
pedro,"-6483,333333",1183,pedro,"8849,333333","16515,66667",pedro
